Name,Margin,Minutes,FGA,FGM,3PA,3PM,ORB,TRB,Assists,Steals,Blocks,Turnovers,Fouls,Points
Jamison Battle,-40,76.08,22,10,15,5,6,18,2,0,2,0,12,31
Royce O'Neale,18,132.02,33,17,21,10,6,34,14,3,5,6,13,52
Kevon Looney,102,76.07,23,11,0,0,21,40,9,6,3,5,15,27
David Duke,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJ Dozier,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DaQuan Jeffries,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trendon Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Green,0,40.07,11,5,7,4,2,5,5,1,3,0,7,14
Moritz Wagner,22,75.66,34,19,12,5,5,22,4,1,2,8,15,55
Thomas Bryant,-12,56.0,13,8,8,4,2,9,4,1,2,1,6,23
RJ Barrett,-7,62.0,39,19,12,6,2,9,11,2,0,5,8,51
Isaiah Crawford,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nic Claxton,-11,83.76,23,17,0,0,8,33,6,2,7,2,14,37
Jaylen Martin,26,3.09,1,1,1,1,0,0,0,0,0,0,1,3
Georges Niang,91,91.19,25,10,19,7,5,18,4,3,0,4,10,27
Bol Bol,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rob Dillingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terance Mann,3,116.81,28,11,8,0,8,17,10,3,0,3,18,22
Ryan Dunn,18,93.09,35,18,25,11,2,11,3,2,2,1,16,47
Johnny Juzang,-35,20.62,4,0,3,0,0,2,0,1,0,1,2,0
Moses Moody,102,93.01,41,20,27,13,2,11,7,2,1,8,9,55
Jalen Brunson,5,128.39,75,33,18,7,2,11,23,0,0,7,6,91
D'Angelo Russell,-10,153.42,49,18,28,7,3,11,29,5,1,7,11,54
Kobe Bufkin,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duop Reath,-27,8.92,4,1,2,1,1,2,2,0,1,1,0,3
Keaton Wallace,-39,19.97,4,3,2,2,0,2,2,0,0,0,0,10
De'Andre Hunter,9,58.93,24,10,10,4,2,13,4,2,1,0,9,36
Cole Swider,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oscar Tshiebwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keldon Johnson,-7,137.27,52,18,22,4,5,28,4,4,0,7,7,51
Alec Burks,16,33.63,5,3,4,3,0,3,2,0,1,0,0,9
Stanley Umude,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emoni Bates,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vlatko Čančar,-15,1.63,0,0,0,0,0,1,0,0,0,0,0,0
Eric Gordon,-29,90.77,23,8,13,3,0,3,5,0,1,1,4,28
Kyle Kuzma,-37,92.35,52,17,18,5,5,21,11,1,1,7,3,51
Tre Mann,-3,113.87,65,29,28,12,6,15,13,4,2,9,12,82
Ousmane Dieng,70,60.66,20,8,14,4,1,15,4,2,2,0,3,22
Daishen Nix,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tristan Da,19,5.35,1,0,1,0,0,0,0,0,0,1,0,0
Deandre Ayton,-28,162.35,67,34,6,2,16,61,6,3,4,6,12,72
Liam Robbins,-23,4.73,1,1,0,0,0,0,0,0,0,0,0,2
Armel Traoré,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damian Lillard,-43,175.03,80,33,45,12,6,26,31,3,1,14,9,116
DJ Steward,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Christopher,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vit Krejci,-17,56.22,14,6,7,2,1,5,4,3,1,4,9,18
Bobby Portis,-43,124.74,53,25,14,4,11,38,6,4,3,10,7,56
A.J. Green,-43,35.65,11,5,11,5,0,2,3,1,0,1,1,17
Alex Caruso,70,84.0,15,2,9,1,3,12,9,9,4,4,6,5
Steven Adams,11,23.84,3,3,0,0,2,4,3,1,0,1,5,6
Dariq Whitehead,13,1.97,0,0,0,0,0,1,0,0,0,2,0,0
Doug McDermott,28,11.95,7,2,6,2,0,0,0,0,0,0,2,8
Luka Garza,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Gill,-7,3.21,2,1,0,0,0,0,1,1,0,1,0,2
Jeremy Sochan,-7,160.02,73,35,9,2,15,41,16,5,2,11,15,85
Alperen Sengun,23,148.51,73,27,9,4,23,62,18,8,3,10,18,76
Nikola Jović,-12,94.37,34,16,20,7,4,19,9,3,1,4,10,41
Noah Clowney,2,80.82,37,11,20,6,5,17,1,2,2,3,13,32
Isaiah Joe,70,66.75,24,9,18,7,2,5,5,1,0,1,6,25
Riley Minix,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Nesmith,-24,126.16,31,14,9,4,4,23,5,4,2,4,24,43
CJ McCollum,-26,136.87,65,29,34,13,1,14,16,9,4,8,6,75
Bones Hyland,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jared Butler,-26,29.64,12,6,2,1,0,3,7,2,1,1,2,16
Reece Beekman,33,4.09,1,1,0,0,1,1,1,1,0,0,1,2
Kentavious Caldwell-Pope,22,143.82,32,9,24,4,2,5,7,7,5,4,11,28
Nikola Vučević,-14,165.72,76,38,24,11,15,55,17,1,3,10,16,101
Trevelin Queen,-13,3.05,0,0,0,0,0,0,0,0,0,1,0,0
Isaac Jones,30,4.87,1,0,0,0,0,0,0,0,0,0,2,0
Ulrich Chomche,-30,4.5,1,1,0,0,0,1,0,0,0,0,0,2
Trae Young,-30,191.29,97,39,50,15,6,26,58,8,2,29,10,141
Jaxson Hayes,-10,78.9,12,11,0,0,7,19,7,2,2,5,12,26
Trey Jemison,-15,1.37,2,1,0,0,2,2,0,0,0,0,0,2
T.J. McConnell,-24,80.61,36,20,1,0,2,11,17,4,0,8,2,41
Tre Jones,-11,15.63,2,0,0,0,1,1,3,1,0,0,0,3
Jock Landale,12,30.56,11,7,1,1,4,8,2,0,0,0,1,18
James Wiseman,6,4.63,4,2,1,0,0,1,0,0,0,0,0,6
Jaden Springer,31,7.37,1,0,0,0,2,3,1,0,0,1,0,1
Vasilije Micić,-8,44.88,18,3,7,1,5,11,3,1,0,4,2,7
Ivica Zubac,3,177.17,66,40,0,0,20,66,15,4,4,12,16,96
Zion Williamson,-53,120.26,66,24,4,1,13,34,18,1,6,15,12,73
Shai Gilgeous-Alexander,70,129.3,89,38,33,9,6,30,24,10,6,5,7,104
Jamal Murray,-13,151.75,66,25,20,7,3,20,19,5,0,6,8,75
Cam Thomas,2,175.53,99,43,40,14,4,21,13,6,0,12,13,137
Sidy Cissoko,6,3.2,0,0,0,0,0,1,2,0,0,0,1,0
Jalen Green,23,174.1,109,47,54,22,3,27,15,4,2,13,10,138
GG Jackson,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruce Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Ingram,-41,162.23,88,45,29,12,7,32,20,4,2,12,13,112
Victor Wembanyama,-7,154.71,74,31,34,8,11,53,16,5,16,18,10,91
Josh Hart,5,141.25,38,20,18,5,9,41,14,5,0,9,5,58
Tristan Vukcevic,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruno Fernando,-38,38.36,12,5,0,0,9,17,2,1,3,6,10,14
Ty Jerome,91,72.96,31,20,9,5,3,8,17,7,0,5,4,57
Cody Williams,-86,113.92,24,5,17,3,3,16,6,3,1,5,6,17
Kyle Anderson,102,72.52,22,8,12,2,7,18,12,9,2,2,3,20
Donte DiVincenzo,0,108.0,42,13,30,8,2,8,13,5,0,6,7,38
Jaylen Wells,2,138.15,54,20,27,10,6,20,10,2,1,6,12,57
Austin Reaves,-10,171.89,59,31,29,13,8,30,24,6,2,15,14,84
Lonzo Ball,-28,47.2,14,5,12,4,0,8,11,0,1,3,4,14
Daniel Gafford,7,92.91,31,19,0,0,14,28,8,2,7,3,16,45
Russell Westbrook,-13,78.89,37,10,12,3,2,11,15,5,3,5,10,39
Jaden McDaniels,0,111.56,33,15,11,2,6,11,10,2,3,5,13,34
Tyrese Martin,13,1.12,0,0,0,0,0,0,0,0,0,0,0,0
Mouhamed Gueye,-24,3.05,2,1,1,0,0,0,0,0,0,0,0,2
John Collins,-86,112.07,64,27,17,5,13,36,10,5,5,11,19,73
Tyler Herro,-12,129.94,65,31,37,16,1,19,21,3,1,7,6,89
Max Strus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quincy Olivari,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wendell Moore,-12,1.45,0,0,0,0,0,0,0,0,0,0,0,0
Myles Turner,-27,122.41,44,21,19,6,2,25,7,4,8,13,18,60
Isaiah Hartenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trayce Jackson-Davis,102,94.59,27,21,0,0,5,25,12,1,3,3,5,48
P.J. Washington,7,164.41,51,22,24,6,10,39,8,10,6,5,15,51
Adem Bona,-33,6.78,1,1,0,0,1,1,0,0,1,0,2,2
Bennedict Mathurin,-24,128.76,45,25,18,7,5,23,8,1,0,10,11,79
Ben Simmons,7,96.4,17,10,0,0,6,22,20,3,2,14,19,23
Cam Spencer,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach LaVine,-14,174.54,76,39,39,17,2,32,14,4,3,20,7,115
Fred VanVleet,23,187.17,66,20,45,14,5,17,29,8,0,4,14,63
Christian Koloko,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kessler Edwards,8,1.1,0,0,0,0,0,0,0,0,0,0,0,0
Mark Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buddy Hield,102,120.33,77,38,48,24,4,18,13,5,2,5,9,106
David Roddy,-39,70.77,19,12,7,3,2,15,6,3,1,4,4,36
Luke Travers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre Drummond,-29,112.48,30,15,2,0,20,50,1,7,3,8,18,39
Jaden Hardy,7,53.8,15,5,10,3,2,5,4,1,1,5,7,15
Torrey Craig,3,3.43,1,0,1,0,0,2,0,0,0,0,1,0
Jordan Clarkson,-86,122.46,59,23,26,5,3,19,17,2,1,11,8,65
Corey Kispert,-24,121.73,44,20,29,10,0,11,8,1,0,3,9,53
Jeenathan Williams,20,2.22,1,1,1,1,0,2,0,0,0,0,0,3
Dwight Powell,1,10.15,2,2,0,0,3,3,0,0,0,1,2,6
Paul George,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paolo Banchero,22,182.21,97,48,32,11,12,44,28,3,4,11,13,145
Stephen Curry,69,79.19,41,17,27,11,0,16,20,6,1,11,4,55
De'Aaron Fox,24,144.4,69,32,24,7,3,18,30,6,0,14,13,86
Jonathan Isaac,16,25.35,9,3,6,3,4,8,1,2,2,1,1,11
KJ Simpson,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Gordon,-13,143.77,41,20,10,4,13,30,14,4,2,8,8,62
Malaki Branham,-7,72.88,34,18,14,8,0,10,4,4,2,7,3,50
Johnny Davis,-26,16.14,4,1,1,0,1,1,1,0,0,0,2,2
Jaylin Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baylor Scheierman,31,9.67,3,1,2,0,0,1,0,0,0,0,1,4
Saddiq Bey,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Edwards,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jared McCain,-29,47.02,17,7,4,0,3,8,5,0,0,2,1,20
Gary Trent,-43,151.95,42,15,29,8,0,8,5,5,0,2,14,49
Nickeil Alexander-Walker,0,87.19,21,13,15,10,3,9,9,1,0,4,4,38
Damion Lee,12,17.67,3,1,2,0,0,3,2,0,0,1,1,2
Ja'Kobe Walter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles Bassey,7,6.41,0,0,0,0,0,1,1,1,1,0,0,0
Jose Alvarado,-41,98.42,26,10,17,6,2,7,19,7,3,7,11,28
Kevin Porter,3,76.95,48,16,16,1,4,17,9,5,1,13,9,37
Josh Giddey,-14,140.46,56,27,17,10,8,42,29,2,1,11,6,77
Jonas Valančiūnas,-24,88.47,37,23,2,1,9,30,12,1,0,10,4,57
Kyrie Irving,7,184.06,96,46,32,19,9,23,28,7,2,9,12,123
Domantas Sabonis,24,144.8,53,36,11,6,9,44,22,3,2,12,14,97
Tim Hardaway,-22,152.93,41,19,30,16,0,6,8,1,0,3,9,68
Aaron Wiggins,70,71.21,28,16,9,2,2,13,6,2,2,5,7,36
Jalen Duren,-22,127.5,21,18,0,0,17,46,14,1,6,7,17,43
Brook Lopez,-43,149.65,52,20,27,8,5,25,8,4,13,7,15,57
Walker Kessler,-86,133.14,31,18,0,0,19,53,7,4,13,6,7,40
Ajay Mitchell,70,58.89,15,7,2,1,0,9,7,4,1,2,3,16
Enrique Freeman,-19,16.15,1,1,0,0,1,1,0,0,1,1,2,4
Jamal Cain,-33,26.59,5,4,2,1,1,2,1,1,1,1,4,10
Dejounte Murray,12,29.98,15,4,3,0,0,8,10,1,0,1,0,14
Ron Holland,-22,65.82,26,12,9,1,1,16,2,2,1,2,9,27
Luke Kornet,57,80.33,12,5,0,0,13,21,8,2,3,2,8,16
Kevin Love,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunter Tyson,-15,1.63,1,0,1,0,0,1,0,0,0,0,0,0
Luke Kennard,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luguentz Dort,70,107.22,28,16,19,11,5,12,3,3,3,1,9,48
Kevin McCullar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ricky Council,-33,19.78,6,2,3,1,0,2,0,0,0,1,1,9
Colin Castleton,23,1.72,0,0,0,0,0,0,0,0,1,0,0,0
Kris Murray,-28,83.77,20,9,9,4,7,15,6,2,1,5,3,25
Ja Morant,5,134.51,73,33,23,5,3,25,47,2,1,20,11,102
Keyonte George,-86,157.82,75,21,40,8,4,17,31,3,0,20,5,66
Dante Exum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matisse Thybulle,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Payton Pritchard,57,138.45,57,26,49,23,5,16,13,4,0,4,8,81
Johnny Furphy,-25,4.98,3,0,1,0,0,0,0,0,0,0,0,0
Ben Sheppard,-24,76.37,19,10,11,5,3,11,4,1,2,1,10,25
Taj Gibson,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonard Miller,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxi Kleber,-1,31.18,5,2,2,1,0,5,3,0,1,0,3,5
Ausar Thompson,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jett Howard,22,37.59,15,6,13,5,1,7,1,0,1,0,4,17
Jalen Johnson,-30,186.37,75,31,18,4,12,55,20,9,5,18,17,84
Kyle Filipowski,-84,54.2,19,10,10,4,3,14,5,1,0,4,6,24
Anton Watson,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collin Sexton,-86,115.83,50,23,10,2,1,13,10,4,1,14,12,71
Naji Marshall,7,89.63,21,6,7,0,2,14,14,4,1,2,6,16
Colby Jones,30,6.42,0,0,0,0,0,0,0,0,1,1,0,0
Kai Jones,3,47.76,9,5,0,0,7,14,2,0,4,1,5,13
Zeke Nnaji,-15,1.63,1,0,1,0,0,0,0,0,0,0,0,0
Lindy Waters,102,73.01,24,14,17,8,3,11,8,3,1,0,6,38
Julian Champagnie,-7,125.92,39,17,23,8,8,27,6,6,3,8,4,44
Peyton Watson,-13,61.75,20,5,7,1,3,10,3,1,3,1,7,16
Mike Conley,0,95.08,31,7,22,6,5,13,18,5,2,6,8,30
Desmond Bane,-21,132.46,72,35,32,13,5,27,14,5,3,9,15,94
Dalen Terry,-14,42.02,8,2,2,0,1,4,2,3,1,2,8,7
Daniss Jenkins,-12,1.45,1,0,1,0,0,0,0,0,0,0,0,0
Simone Fontecchio,-22,92.08,24,6,17,5,5,13,2,0,1,3,6,24
Dyson Daniels,-17,129.63,42,21,17,6,5,17,9,11,4,3,13,51
Adam Flagler,70,7.26,2,2,2,2,0,1,0,1,0,0,2,6
Davion Mitchell,-40,136.36,41,17,19,5,2,9,31,3,2,14,15,43
Darius Garland,91,134.61,67,34,33,15,1,8,30,7,2,14,16,89
Isaiah Collier,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Sasser,-18,4.57,1,1,0,0,1,2,2,0,0,0,0,2
Dalano Banton,-27,13.09,5,2,2,1,0,2,2,0,0,1,0,5
Christian Wood,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moussa Diabaté,-3,42.11,8,4,0,0,6,15,1,1,2,1,4,9
Bronny James,-17,7.95,4,1,2,0,1,1,2,1,0,0,0,2
Jaden Ivey,-22,167.77,80,38,28,12,8,22,18,6,0,12,14,106
Ochai Agbaji,-40,139.5,40,23,14,6,10,26,7,6,4,7,12,59
Reed Sheppard,23,43.08,13,5,6,2,1,4,7,1,1,4,4,12
Kevin Durant,18,198.44,88,47,26,12,0,33,16,5,9,17,10,134
Miles McBride,5,100.63,34,20,18,10,2,8,10,2,1,6,7,54
Rui Hachimura,-10,171.06,63,29,14,8,14,36,9,4,2,4,10,78
Jeremiah Robinson-Earl,-41,48.79,10,7,5,3,3,9,4,1,0,3,4,20
Dru Smith,-20,25.47,5,1,1,0,2,6,2,0,4,1,3,2
Vince Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mikal Bridges,5,148.12,56,30,25,9,6,10,16,5,3,5,10,73
Jalen Bridges,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarrett Allen,91,144.44,43,34,0,0,11,55,6,4,9,4,4,89
Marcus Smart,-21,98.86,34,8,18,3,5,11,14,6,3,7,11,28
Haywood Highsmith,-11,51.11,12,6,4,1,2,9,3,4,1,1,4,13
Jaylon Tyson,85,21.1,4,2,2,2,0,4,2,0,0,3,7,7
Cody Martin,-3,99.03,31,16,19,8,7,20,6,2,2,2,13,46
Sandro Mamukelashvili,-5,24.46,8,5,4,2,1,9,1,0,1,3,3,13
Talen Horton-Tucker,-20,13.12,1,0,0,0,1,4,1,0,0,3,0,2
Tristen Newton,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jared Rhoden,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reggie Jackson,-8,3.42,1,0,0,0,0,0,0,0,0,1,0,0
Kyshawn George,-24,99.91,26,8,16,2,2,11,11,4,5,3,17,20
Neemias Queta,51,33.43,10,6,1,0,8,16,1,0,1,1,5,14
Scottie Barnes,-35,134.29,63,29,11,2,10,31,24,8,2,16,12,77
Grayson Allen,13,52.6,17,4,13,3,1,8,6,5,1,1,6,13
Dillon Brooks,23,175.72,54,20,29,9,8,20,3,3,2,1,15,60
Brandon Williams,8,1.1,1,0,0,0,0,0,0,0,0,0,0,0
Goga Bitadze,21,16.83,4,2,1,0,2,5,1,0,1,2,1,5
Malik Beasley,-22,121.6,57,20,37,14,2,13,6,1,1,5,5,58
Spencer Dinwiddie,19,56.46,15,4,12,4,0,4,6,1,1,2,5,18
Jaime Jaquez,-12,100.68,33,13,9,6,9,28,11,4,0,8,11,39
Mason Plumlee,18,86.8,14,9,0,0,8,26,4,3,3,3,14,25
Nikola Topić,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orlando Robinson,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre Jackson,-32,31.83,5,3,2,0,2,8,4,4,1,3,10,6
Ayo Dosunmu,-14,133.18,41,16,21,3,2,26,22,0,3,5,9,35
James Johnson,-25,3.75,1,1,0,0,0,0,1,0,1,1,0,2
Jabari Walker,-28,63.87,19,8,6,1,6,18,0,0,1,2,9,24
Trey Lyles,24,64.81,16,4,13,3,1,12,3,4,4,1,7,13
D.J. Carton,-5,28.08,7,1,3,0,0,4,3,2,0,4,1,3
Jalen Williams,70,125.37,68,28,18,4,5,28,24,6,3,8,11,68
Spencer Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Merrill,91,94.55,25,8,23,7,1,5,9,5,0,1,12,27
TyTy Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dillon Jones,70,9.73,2,0,1,0,0,2,0,1,0,1,1,0
Pat Connaughton,-43,85.84,27,8,19,5,4,17,6,0,1,4,7,23
P.J. Tucker,0,0,0,0,0,0,0,0,0,0,0,0,0,0
